unit_id,utterance_id,law_number,document_uri,sample_index,status,model,decision,n_annotations,needs_human_review,decision_justification,limitations,quality_flags,validation_errors,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens
utt_f5d978e1dc5bc3628dcc::p0007,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,14,completed,gpt-5.6-luna,statements,1,False,"El bloque contiene una justificación explícita sobre cómo financiar y sostener el proyecto previsional: pese al perjuicio de las alzas de impuestos, se las presenta como necesarias para su sostenibilidad presente y futura.",La afirmación no identifica una fuente alternativa de financiamiento ni cuantifica la carga tributaria.,[],[],5779,7600,5336,7250
utt_f5d978e1dc5bc3628dcc::p0008,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,15,completed,gpt-5.6-luna,statements,3,True,El bloque no solo describe montos: presenta la reducción de la pobreza de los adultos mayores y el cambio en su trato como razones para valorar positivamente el proyecto.,"La interpretación universal depende del cuantificador «ningún», y la interpretación de identidad depende de que «nuestros adultos mayores» funcione como apelación a pertenencia y no solo como formulación retórica.",[],[],5700,15863,5336,15020
utt_f5d978e1dc5bc3628dcc::p0009-p0010,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,16,completed,gpt-5.6-luna,statements,3,True,"El bloque contiene una preferencia normativa por focalizar el gasto fiscal en personas más desposeídas, justificada por la escasez de recursos, y un rechazo explícito de plataformas que no diferencian según recursos. La observación sobre las limitaciones informativas del Estado no aporta una justificación adicional contemplada por el libro.","La clasificación de la oposición al trato no diferenciado como igualdad_universalismo requiere revisión, porque también puede leerse únicamente como una focalización justificada por necesidad material. La limitación informativa del Estado se deja sin código por describir una dificultad administrativa sin justificar una regla incluida en el libro.",[],[],5806,12827,5803,11912
utt_f5d978e1dc5bc3628dcc::p0011-p0012,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,17,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5909,16384,5906,16384
utt_f5d978e1dc5bc3628dcc::p0013-p0016,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,18,completed,gpt-5.6-luna,statements,2,True,El bloque contiene una justificación distributiva basada en el aporte previo de quienes recibirían protección y una refutación normativa de la relevancia legitimadora del origen bajo el Gobierno militar.,"El bloque termina con una interrupción del micrófono y una petición procedimental, y la intervención continúa en el contexto siguiente. La primera evidencia es ambigua respecto de qué significa «han dado tanto» y la segunda vincula responsabilidad histórica con legitimidad de manera indirecta.","[""procedural"",""truncated""]",[],5991,16200,5988,15538
utt_f5d978e1dc5bc3628dcc::p0017-p0022,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,19,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5846,16384,5843,16384
utt_8c30ef5e9a7e213d9dd6::p0001-p0005,utt_8c30ef5e9a7e213d9dd6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,20,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5715,16384,5712,16105
utt_ee2dac9f03e0ca62dc2e::p0001-p0002,utt_ee2dac9f03e0ca62dc2e,21419,http://datos.bcn.cl/recurso/cl/documento/696951,21,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo contiene una intervención procedimental para conceder la palabra y anunciar que otro senador fundamentará su voto; no formula una justificación normativa sobre la organización, distribución, financiamiento o gobernanza de la protección previsional.",No se codifican los contenidos de los bloques contextuales porque pertenecen a intervenciones distintas y el bloque objetivo no contiene una declaración normativa.,"[""procedural""]",[],5677,441,5336,324
utt_3fa28e82f6041a105003::p0001-p0004,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,22,completed,gpt-5.6-luna,no_statements,0,False,"El bloque contiene un anuncio de voto favorable, evaluaciones políticas y descripciones del trámite de una reforma, pero no formula una justificación normativa codificable sobre cómo organizar, distribuir, financiar o gobernar la protección previsional.","No se codifican el voto aislado, las atribuciones de responsabilidad política ni las afirmaciones fácticas sobre el trámite legislativo.","[""vote""]",[],5931,632,5928,516
utt_3fa28e82f6041a105003::p0005,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,23,completed,gpt-5.6-luna,statements,1,True,"El bloque contiene una justificación procedimental explícita: ceder frente a la posición contrapuesta se presenta como necesario para avanzar en la reforma. Las referencias a distribuir el 6 por ciento y a destinarlo a solidaridad o al trabajador describen posiciones de negociación, pero no explicitan por sí solas una relación intergeneracional, una cuenta individual o un fundamento distributivo codificable.",La codificación depende de interpretar la concesión como una defensa instrumental de la moderación; el texto no afirma literalmente que el acuerdo sea legítimo o que las partes deban comprometerse.,[],[],5894,10378,5336,10049
utt_3fa28e82f6041a105003::p0006-p0007,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,24,completed,gpt-5.6-luna,no_statements,0,False,"El bloque atribuye a la Oposición una obstrucción legislativa y describe el trámite de un proyecto, pero no formula una justificación normativa codificable sobre la organización, distribución o financiamiento de la protección previsional. La referencia a que existe acuerdo sobre la mala calidad de las pensiones no defiende acuerdos o moderación como principio de legitimidad.",El libro de códigos no incluye la atribución general de responsabilidad por obstrucción legislativa como concepto autónomo.,"[""procedural""]",[],5811,1690,5336,1552
utt_3fa28e82f6041a105003::p0008,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,25,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe el propósito general del proyecto, la aplicación de una regla existente de pagar solo la diferencia y la ausencia de beneficios duplicados. No explicita un criterio normativo incluido en el libro de códigos que justifique esa organización distributiva.","La mención a ayudar a la clase media no se vincula explícitamente con carencia, vulnerabilidad, igualdad u otro criterio codificado; la regla de no otorgar beneficios sobre beneficios se presenta como una práctica vigente, sin fundamento normativo adicional.",[],[],5743,1173,5336,1034
utt_3fa28e82f6041a105003::p0009-p0010,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,26,completed,gpt-5.6-luna,no_statements,0,False,"El bloque exhorta a cambiar las políticas públicas y a no culpar al Gobierno, pero no justifica normativamente un modo específico de organizar, distribuir, financiar o gobernar la protección previsional. La referencia a que no hay beneficios sobre el mismo beneficio describe una regla, sin fundamentarla mediante un concepto del libro de códigos.",,[],[],5694,652,5336,546
utt_3fa28e82f6041a105003::p0011,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,27,completed,gpt-5.6-luna,statements,1,True,"El bloque contiene una afirmación explícita sobre la propiedad individual de los fondos, presentada en contraste con su nacionalización. No se codifica la mera mención de la capitalización individual porque no se ofrece una justificación sobre autofinanciamiento.",La cita reporta declaraciones de campaña y no permite determinar con certeza si el orador adopta personalmente la tesis de propiedad; la codificación se basa en la afirmación explícita y en su contraste con la nacionalización.,"[""other""]",[],5838,9709,5336,9322
utt_3fa28e82f6041a105003::p0012-p0017,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,28,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5771,16384,5336,16384
utt_f6c61c7e8c647248f5c7::p0001-p0009,utt_f6c61c7e8c647248f5c7,21419,http://datos.bcn.cl/recurso/cl/documento/696951,29,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo enumera documentos recibidos, proyectos, urgencias y su tramitación parlamentaria. No contiene una justificación normativa sobre cómo organizar, distribuir, financiar o gobernar la protección previsional.",,"[""procedural""]",[],5813,251,5336,166
utt_f6c61c7e8c647248f5c7::p0010-p0013,utt_f6c61c7e8c647248f5c7,21419,http://datos.bcn.cl/recurso/cl/documento/696951,30,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo registra informes de comisiones, su envío a tabla y un encabezado procedimental; no contiene una afirmación normativa que justifique cómo debe organizarse, financiarse, distribuirse o gobernarse la protección previsional.",,"[""procedural""]",[],5819,505,5336,415
utt_289b0fb559ca74901faf::p0001-p0003,utt_289b0fb559ca74901faf,21419,http://datos.bcn.cl/recurso/cl/documento/696951,31,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5743,16384,5336,16384
utt_289b0fb559ca74901faf::p0004-p0005,utt_289b0fb559ca74901faf,21419,http://datos.bcn.cl/recurso/cl/documento/696951,32,completed,gpt-5.6-luna,statements,2,True,"El bloque contiene afirmaciones normativas explícitas sobre cómo debe tramitarse la modificación de beneficios asociados a las leyes Valech y Rettig: exige una discusión más profunda, rechaza incorporarla incidentalmente en esta iniciativa y reclama un tratamiento particular y separado. Estas justificaciones procedimentales no corresponden a un concepto existente, por lo que se proponen para revisión humana.",El libro no incluye un código específico para la deliberación legislativa profunda o el tratamiento separado de beneficios por la gravedad histórica o política del caso.,"[""procedural""]",[],5871,9475,5336,8804
utt_289b0fb559ca74901faf::p0006-p0008,utt_289b0fb559ca74901faf,21419,http://datos.bcn.cl/recurso/cl/documento/696951,33,completed,gpt-5.6-luna,statements,1,True,"El bloque contiene una justificación procedimental explícita: tratar los casos de exonerados mediante una discusión profunda y una ley especialmente diseñada, en vez de incorporarlos a la normativa vigente. Se registra como concepto nuevo porque esa exigencia de tratamiento legislativo separado no corresponde a un código existente.",La anotación queda en revisión porque el libro no contiene un concepto específico para la exigencia de una ley especial y separada; no se infiere una posición sobre la distribución o el financiamiento de las pensiones.,"[""procedural""]",[],5913,6652,5336,6214
utt_289b0fb559ca74901faf::p0009-p0013,utt_289b0fb559ca74901faf,21419,http://datos.bcn.cl/recurso/cl/documento/696951,34,completed,gpt-5.6-luna,statements,1,True,El bloque contiene una justificación procedimental explícita: la gravedad de los hechos se usa para sostener que la materia debe discutirse separadamente y con mayor profundidad. Esa justificación no está cubierta por los conceptos del libro; el voto a favor de la norma se deja sin codificar.,"La anotación propone para revisión un criterio de deliberación legislativa diferenciada, ausente del libro de códigos. No se formula en el bloque una justificación sobre financiamiento, distribución, administración de fondos o acuerdos democráticos.","[""procedural"",""vote""]",[],5834,12286,5336,11815
utt_5164f57b16a245992f1a::p0001-p0002,utt_5164f57b16a245992f1a,21419,http://datos.bcn.cl/recurso/cl/documento/696951,35,completed,gpt-5.6-luna,statements,1,True,"Hay una apelación normativa explícita a la igualdad ante la ley para cuestionar la exclusión de personas de la norma. La referencia a la facultad de votar y a los costos es principalmente procedimental y no basta, por sí sola, para codificar conciencia de costos.",El fragmento mezcla una impugnación constitucional con la discusión sobre la facultad de votar y no desarrolla por sí solo el alcance material de la igualdad previsional.,"[""procedural""]",[],5741,10772,5336,10358
utt_5164f57b16a245992f1a::p0003-p0004,utt_5164f57b16a245992f1a,21419,http://datos.bcn.cl/recurso/cl/documento/696951,36,completed,gpt-5.6-luna,statements,1,False,"Se identifica una justificación normativa explícita basada en el derecho constitucional a no participar en una situación discriminatoria, compatible con igualdad de trato. Las demás frases son críticas, advertencias o referencias a comunicaciones previas sin un criterio normativo del libro.",La cita no detalla el contenido específico de la discriminación ni la regla previsional afectada.,[],[],5657,3415,5336,3106
utt_989088388c8f5eb75ab8::p0001,utt_989088388c8f5eb75ab8,21419,http://datos.bcn.cl/recurso/cl/documento/696951,37,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo relata una afirmación sobre la inadmisibilidad de votar en contra y no ofrece una razón normativa codificable sobre la organización, distribución, financiamiento o legitimidad de la protección previsional.",,"[""vote"",""procedural""]",[],5521,603,5336,516
utt_16b7b86cddb71ce01df4::p0001-p0003,utt_16b7b86cddb71ce01df4,21419,http://datos.bcn.cl/recurso/cl/documento/696951,38,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe el tiempo asignado, la falta de conversaciones y la ausencia de acuerdo, pero no formula una valoración normativa ni justifica cómo debe organizarse la protección previsional.",,"[""procedural""]",[],5485,595,5336,516
utt_a6a87dbb877aceed15ea::p0001-p0003,utt_a6a87dbb877aceed15ea,21419,http://datos.bcn.cl/recurso/cl/documento/696951,39,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo describe el contenido del artículo, los requisitos para acceder a beneficios y la cantidad de votos necesaria para su aprobación, pero no ofrece una justificación normativa codificable sobre por qué ese diseño previsional debe adoptarse. La referencia a clasificar a unos como buenos y a otros como malos tampoco formula una defensa explícita de acuerdos o moderación.",La codificación se limita al bloque objetivo; los pasajes contextuales no se usan como evidencia.,"[""vote""]",[],6020,1685,5336,1552
utt_a6a87dbb877aceed15ea::p0004-p0007,utt_a6a87dbb877aceed15ea,21419,http://datos.bcn.cl/recurso/cl/documento/696951,40,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe la condición legal de acceso al beneficio, las consecuencias de rechazar la norma y la posibilidad de completar la regulación en un gobierno futuro. La referencia al «derecho» funciona aquí como descripción de la regla vigente, no como una justificación explícita basada en igualdad o universalismo ni en otro concepto del libro.",El contexto inmediato permite resolver las referencias a la norma y al beneficio; no se atribuyen al bloque argumentos normativos presentes solo en los contextos.,"[""procedural""]",[],5969,11532,5336,11394
utt_a6a87dbb877aceed15ea::p0008-p0014,utt_a6a87dbb877aceed15ea,21419,http://datos.bcn.cl/recurso/cl/documento/696951,41,completed,gpt-5.6-luna,no_statements,0,False,"El bloque contiene una votación, una regla de procedimiento y una mención descriptiva a un acuerdo político, pero no atribuye al acuerdo un valor normativo ni justifica mediante un criterio del libro cómo debe organizarse o distribuirse la protección previsional. La referencia a que todos se hagan responsables alude a la responsabilidad política de votar, no al control individual sobre la situación previsional.",No se codifican la exigencia de votar ni la mención del acuerdo porque el libro excluye los actos procedimentales y las referencias descriptivas a acuerdos sin una defensa explícita de la moderación o del compromiso.,"[""vote"",""procedural""]",[],5817,2239,5336,2070
utt_e83df4d71a02276035ec::p0001-p0007,utt_e83df4d71a02276035ec,21419,http://datos.bcn.cl/recurso/cl/documento/696951,42,completed,gpt-5.6-luna,statements,1,True,"El bloque contiene una valoración normativa explícita a favor de que la Pensión Garantizada Universal sea universal. Las menciones a montos, edad, deterioro de pensiones y sufrimientos no se convierten inequívocamente en criterios distributivos adicionales del libro.","La universalidad es defendida de forma implícita mediante una expectativa frustrada; el bloque no formula expresamente una regla reparadora o de necesidad para las personas afectadas por desempleo, tortura, muerte o desaparición.",[],[],6001,9141,5336,8724
utt_e83df4d71a02276035ec::p0008-p0014,utt_e83df4d71a02276035ec,21419,http://datos.bcn.cl/recurso/cl/documento/696951,43,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5850,16384,5336,16384
utt_ebb38da6519ff7d3cdec::p0001-p0002,utt_ebb38da6519ff7d3cdec,21419,http://datos.bcn.cl/recurso/cl/documento/696951,44,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo solo contiene una fórmula de cortesía y el llamado de otros senadores; no presenta una justificación normativa sobre la organización, distribución, financiamiento o gobernanza de la protección previsional.",Los bloques contextuales pertenecen a intervenciones distintas y no se atribuyen sus argumentos al bloque objetivo.,"[""procedural"",""too_short""]",[],5861,623,5336,516
utt_4c53b710b40430edbd03::p0001-p0004,utt_4c53b710b40430edbd03,21419,http://datos.bcn.cl/recurso/cl/documento/696951,45,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5843,16384,5336,16384
utt_4c53b710b40430edbd03::p0005,utt_4c53b710b40430edbd03,21419,http://datos.bcn.cl/recurso/cl/documento/696951,46,completed,gpt-5.6-luna,no_statements,0,False,"El bloque critica el funcionamiento deficitario del PRAIS y califica la actuación del Senado como una revictimización, pero no formula una regla sobre cómo debe organizarse, financiarse o distribuirse la protección previsional. La deficiencia mencionada no se vincula explícitamente con la administración estatal de fondos previsionales ni con un criterio codificado de asignación.","El contexto permite entender que «los» alude al grupo discutido, pero el bloque no convierte esa referencia en un criterio explícito de necesidad, identidad, igualdad u otra justificación incluida en el libro de códigos.",[],[],5776,4488,5336,4331
utt_4c53b710b40430edbd03::p0006,utt_4c53b710b40430edbd03,21419,http://datos.bcn.cl/recurso/cl/documento/696951,47,completed,gpt-5.6-luna,statements,1,True,"La crítica explícita a la indiferencia hacia un grupo definido por una experiencia de persecución cuestiona su trato previsional y permite codificar una justificación basada en pertenencia grupal. La afirmación sobre no dejar caer la norma es una posición legislativa, pero no aporta por sí sola un fundamento del libro.",La cita no detalla la regla o beneficio que debería diferenciarse para las víctimas; el contexto solo aclara que se discute su falta de reconocimiento previsional.,"[""vote""]",[],5671,6806,5336,6392
utt_4c53b710b40430edbd03::p0007-p0009,utt_4c53b710b40430edbd03,21419,http://datos.bcn.cl/recurso/cl/documento/696951,48,completed,gpt-5.6-luna,statements,1,True,Hay una crítica normativa explícita: tratar a estas personas solo como beneficiarias de una pensión básica solidaria se presenta como falta de reconocimiento y revictimización. Ese fundamento no corresponde a ningún concepto existente y se remite a revisión como concepto nuevo.,"La codificación depende de proponer un concepto ausente del libro y del contexto previo para identificar al grupo aludido por «todos». Las referencias a la edad y al requisito se mantienen como información técnica, sin codificación independiente.","[""vote"",""procedural""]",[],5773,6714,5336,6214
utt_5936a765677a1e5b9dc6::p0001-p0004,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,49,completed,gpt-5.6-luna,statements,2,True,"El bloque contiene una apelación explícita a la flexibilidad y la acogida parcial del planteamiento opositor, compatible con acuerdos y moderación, además de una referencia normativa a una finalidad reparativa ausente del libro de códigos.",La función reparativa se menciona sin especificar su contenido ni su conexión precisa con la distribución previsional; esa interpretación se marca para revisión.,"[""procedural""]",[],5694,11485,5336,10876
utt_5936a765677a1e5b9dc6::p0005,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,50,completed,gpt-5.6-luna,no_statements,0,True,"El bloque describe una negociación política y una propuesta de elevar los montos, pero no fundamenta esa propuesta en carencia o vulnerabilidad material ni en otro criterio del libro. El «costo» mencionado es político —conceder algo a la Oposición—, no un costo fiscal o administrativo de la protección previsional, y tampoco se valoran los acuerdos o la moderación como fundamento.","La referencia a la «crisis» podría sugerir necesidad material, pero el bloque no explicita pobreza, privación, menores recursos ni que esa sea la razón distributiva; se adopta una lectura conservadora.","[""procedural""]",[],5879,13114,5336,12948
utt_5936a765677a1e5b9dc6::p0006-p0008,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,51,completed,gpt-5.6-luna,no_statements,0,False,"El bloque evalúa como insuficientes ciertos montos y atribuye responsabilidad política a la Oposición y al Oficialismo, pero no formula una justificación normativa codificable sobre necesidad material, costos, contribuciones, control individual, acuerdos democráticos u otro concepto del libro. La exigencia de que las leyes mejoren no especifica un criterio distributivo o institucional incluido en el código.",,[],[],5914,1153,5336,1034
utt_5936a765677a1e5b9dc6::p0009-p0011,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,52,completed,gpt-5.6-luna,statements,1,True,"Hay una declaración normativa explícita sobre cómo debe conducirse la aprobación de la iniciativa: quienes gobiernan deben generar condiciones para reunir amplias mayorías. Las referencias a votos, quórum y responsabilidad política no se codifican por sí solas.","El pasaje valora una aprobación amplia, pero no explica expresamente que el acuerdo o la moderación otorguen legitimidad a la reforma; por ello, su inclusión en acuerdos_moderacion queda sujeta a revisión humana.","[""vote"",""procedural""]",[],5941,15231,5336,14811
utt_5936a765677a1e5b9dc6::p0012,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,53,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe la obtención de votos y la falta de movimiento del Gobierno en la tramitación, pero no formula una justificación normativa sobre la organización, distribución, financiamiento o gobierno de la protección previsional. La unanimidad y los votos aparecen como datos procedimentales, sin valorar acuerdos o moderación.",,"[""procedural""]",[],5927,1141,5336,1034
utt_5936a765677a1e5b9dc6::p0013-p0016,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,54,completed,gpt-5.6-luna,statements,1,True,"Se codifica la afirmación de que el proyecto previsional no está completamente financiado como una justificación basada en su viabilidad financiera. Las referencias a la crisis, al mal desempeño del Gobierno y a la responsabilidad de la Oposición no corresponden por sí solas a un criterio del libro.","La consecuencia normativa de la falta de financiamiento no se formula expresamente, por lo que debe revisarse si la afirmación constituye una crítica suficiente para el criterio de conciencia de costos.","[""other""]",[],5841,8690,5336,8365
